INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2021,TURMA_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021
Escola Pública,ALUNO-1277,,,,,,,,,,,,
Escola Pública,ALUNO-1278,0.0,P,Ágata,5.671,8.0,4.2,7.5,4.6,6.3,Não,6.2,5.0
Escola Pública,ALUNO-1279,5.0,L,Quartzo,4.729,8.3,1.9,0.0,3.8,7.3,Não,5.1,10.0
,ALUNO-1280,,,,,,,,,,,,
Escola Pública,ALUNO-1281,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1282,,,,,,,,,,,,
,ALUNO-1283,,,,,,,,,,,,
Escola Pública,ALUNO-1284,,,,,,,,,,,,
Escola Pública,ALUNO-1285,1.0,J,Topázio,8.407,9.0,10.0,7.5,5.9,7.7,Sim,9.1,10.0
Escola Pública,ALUNO-1286,0.0,K,Ametista,8.015,10.0,8.3,7.5,6.5,7.8,Não,7.6,10.0
Escola Pública,ALUNO-1287,0.0,J,Ametista,7.546,8.0,10.0,7.5,5.3,7.5,Não,8.4,5.0
Rede Decisão/União,ALUNO-1288,7.0,A,Ágata,6.787,8.8,7.2,5.6,5.8,6.7,Não,5.4,10.0
Escola Pública,ALUNO-1289,2.0,L,Ágata,6.860,8.5,7.9,7.5,4.8,7.9,Não,7.1,5.0
FIAP,ALUNO-1290,,,,,,,,,,,,
Escola Pública,ALUNO-1291,,,,,,,,,,,,
Escola Pública,ALUNO-1292,3.0,A,Topázio,8.614,9.6,9.7,7.5,6.7,8.8,Não,8.7,10.0
Escola Pública,ALUNO-1293,,,,,,,,,,,,
Escola Pública,ALUNO-1294,,,,,,,,,,,,
,ALUNO-1295,,,,,,,,,,,,
Escola Pública,ALUNO-1296,1.0,G,Ágata,6.844,9.5,8.8,7.5,3.5,7.5,Não,7.2,5.0
Escola Pública,ALUNO-1297,,,,,,,,,,,,
Escola Pública,ALUNO-1298,0.0,O,Ametista,7.521,10.0,8.3,7.5,6.4,7.5,Não,7.8,5.0
Rede Decisão/União,ALUNO-1299,7.0,A,Ametista,7.936,7.1,8.3,7.5,7.2,8.3,Não,7.8,10.0
Escola Pública,ALUNO-1300,1.0,J,Ametista,7.297,9.0,8.8,7.5,5.3,7.9,Não,7.8,5.0
Escola Pública,ALUNO-1301,3.0,D,Ametista,7.983,9.6,7.5,7.5,6.0,8.3,Não,8.7,10.0
Escola Pública,ALUNO-1302,1.0,R,Quartzo,3.827,0.0,3.3,7.5,0.6,7.2,Não,5.3,5.0
Escola Pública,ALUNO-1303,,,,,,,,,,,,
,ALUNO-1304,,,,,,,,,,,,
,ALUNO-1305,,,,,,,,,,,,
,ALUNO-1306,,,,,,,,,,,,
Escola Pública,ALUNO-1307,2.0,B,Ametista,6.917,7.0,6.7,7.5,4.8,7.5,Não,7.2,10.0
Escola Pública,ALUNO-1308,3.0,D,Quartzo,4.892,7.1,3.3,2.5,2.3,7.5,Não,7.8,5.0
Escola Pública,ALUNO-1309,,,,,,,,,,,,
Escola Pública,ALUNO-1310,3.0,A,Ágata,6.625,9.2,5.3,7.5,3.5,7.5,Não,7.2,10.0
,ALUNO-1311,,,,,,,,,,,,
,ALUNO-1312,,,,,,,,,,,,
Escola Pública,ALUNO-1313,,,,,,,,,,,,
,ALUNO-1314,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1315,2.0,B,Quartzo,5.075,8.9,3.8,4.4,4.3,5.0,Não,5.7,5.0
Escola Pública,ALUNO-1316,,,,,,,,,,,,
,ALUNO-1317,,,,,,,,,,,,
Estácio,ALUNO-1318,,,,,,,,,,,,
Escola Pública,ALUNO-1319,2.0,R,Ametista,7.572,6.4,8.3,5.0,6.3,8.1,Não,8.4,10.0
,ALUNO-1320,,,,,,,,,,,,
,ALUNO-1321,,,,,,,,,,,,
,ALUNO-1322,,,,,,,,,,,,
Escola Pública,ALUNO-1323,2.0,N,Ametista,7.518,8.0,8.8,5.6,5.1,7.9,Não,7.9,10.0
Escola Pública,ALUNO-1324,2.0,J,Ametista,7.186,8.5,8.8,7.5,3.4,7.5,Não,7.1,10.0
Escola Pública,ALUNO-1325,,,,,,,,,,,,
Escola Pública,ALUNO-1326,2.0,K,Quartzo,4.396,9.0,3.8,5.6,1.3,6.9,Não,3.7,5.0
,ALUNO-1327,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1328,,,,,,,,,,,,
,ALUNO-1329,,,,,,,,,,,,
Escola Pública,ALUNO-1330,4.0,E,Ametista,7.117,8.8,8.3,7.5,5.5,7.5,Não,7.3,5.0
,ALUNO-1331,,,,,,,,,,,,
Escola Pública,ALUNO-1332,0.0,R,Topázio,8.775,10.0,10.0,7.5,6.6,7.5,Sim,9.8,10.0
,ALUNO-1333,,,,,,,,,,,,
Escola Pública,ALUNO-1334,0.0,T,Topázio,8.821,8.5,10.0,7.5,7.4,8.1,Sim,9.7,10.0
Rede Decisão,ALUNO-1335,2.0,G,Quartzo,4.831,0.0,3.8,7.5,3.4,6.7,Não,4.9,10.0
Escola Pública,ALUNO-1336,,,,,,,,,,,,
,ALUNO-1337,,,,,,,,,,,,
Escola Pública,ALUNO-1338,2.0,C,Ágata,6.511,7.9,2.1,7.5,5.2,7.7,Não,8.7,10.0
Escola Pública,ALUNO-1339,,,,,,,,,,,,
,ALUNO-1340,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1341,,,,,,,,,,,,
,ALUNO-1342,,,,,,,,,,,,
Escola Pública,ALUNO-1343,2.0,K,Quartzo,3.996,10.0,1.3,5.6,1.3,6.9,Não,3.7,5.0
Escola Pública,ALUNO-1344,2.0,R,Ágata,5.664,9.5,5.8,5.6,2.0,8.1,Não,7.6,2.5
Escola Pública,ALUNO-1345,0.0,L,Ágata,6.606,9.0,6.7,7.5,4.9,7.2,Não,7.1,5.0
,ALUNO-1346,,,,,,,,,,,,
Escola Pública,ALUNO-1347,,,,,,,,,,,,
Escola Pública,ALUNO-1348,3.0,J,Ametista,7.422,7.5,8.6,6.3,6.9,7.5,Não,8.5,5.0
,ALUNO-1349,,,,,,,,,,,,
