INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2022,TURMA_2022,INDE_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022
,ALUNO-114,0.0,K,7.484.211.146.117.040,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,7.748.129.063.918.530,7.5,8.766.666.666.666.660,5.3125,Não,7.25,5.0
Escola Pública,ALUNO-115,,,,,,,,,,,,,,,
,ALUNO-116,2.0,B,7.913.890.666.666.660,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1.000.002,9.333.333.333.333.330,7.5,5.75,6.25,Não,761.111,10.0
Escola Pública,ALUNO-117,,,,,,,,,,,,,,,
Escola Pública,ALUNO-118,1.0,H,8.334.031.111.111.110,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1.000.002,838.888.888.888.889,7.5,9.416.666.666.666.660,6.5625,Sim,933.334,5.0
,ALUNO-119,3.0,K,8.230.908.478.550.680,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,916.668,8.635.443.503.864.550,6.25,8.888.888.888.888.880,734.375,Não,7.249.995,10.0
Escola Pública,ALUNO-120,,,,,,,,,,,,,,,
,ALUNO-121,2.0,M,6.244.752.193.362.190,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.000.020.000.000.000,8.466.810.966.810.960,7.5,2.5,6.458.333.333.333.330,Não,6.777.773.333.333.330,5.0
,ALUNO-122,1.0,L,8.265.278.666.666.660,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,10.0,7.5,8.0,6.041.666.666.666.660,Não,7.055.549.999.999.990,10.0
,ALUNO-123,2.0,A,7.619.194.363.636.360,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,6.818.181.818.181.810,7.5,6.0,6.666.666.666.666.660,Sim,8.444.446.666.666.660,10.0
,ALUNO-124,1.0,A,7.209.561.440.115.440,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.033.910.533.910.530,7.5,5.166.666.666.666.660,5.416.666.666.666.660,Não,6.888.886.666.666.660,10.0
Escola Pública,ALUNO-125,,,,,,,,,,,,,,,
,ALUNO-126,0.0,Q,7.216.575.886.639.670,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.468.286.099.865.040,7.5,7.333.333.333.333.330,4.0625,Não,7.5,5.0
,ALUNO-127,1.0,A,6.865.748.086.580.080,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.000.002,7.932.900.432.900.430,7.5,5.5,5.625,Não,6.833.329.999.999.990,5.0
Escola Pública,ALUNO-128,0.0,O,700.427.655.844.156,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,945.887.445.887.446,5.625,6.083.333.333.333.330,5.0,Não,7.166.665,5.0
,ALUNO-129,2.0,I,7.203.235.887.774.060,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,6.793.942.772.203.640,5.625,8.083.333.333.333.330,6.875,Não,7.888.893.333.333.330,5.0
,ALUNO-130,0.0,C,8.259.504.831.168.830,Topázio,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,7.489.177.489.177.480,8.125,9.266.666.666.666.660,5.625,Não,791.667,10.0
,ALUNO-131,3.0,A,7.423.958,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,791.667,8.75,4.375,6.75,703.125,Não,695.833,10.0
Escola Pública,ALUNO-132,,,,,,,,,,,,,,,
Escola Pública,ALUNO-133,1.0,G,7.292.060.604.010.020,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.000.020.000.000.000,9.116.541.353.383.450,6.875,7.166.666.666.666.660,5.3125,Não,7.583.335,5.0
,ALUNO-134,3.0,I,7.086.938.830.687.830,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.000.002,9.153.439.153.439.150,5.625,5.75,7.1875,Não,6.624.995,5.0
Escola Pública,ALUNO-135,1.0,A,5.262.717.116.883.110,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,475.108.225.108.225,5.0,2.416.666.666.666.660,5.625,Não,6.833.326.666.666.660,5.0
Escola Pública,ALUNO-136,,,,,,,,,,,,,,,
,ALUNO-137,,,,,,,,,,,,,,,
,ALUNO-138,0.0,Z,8.452.910.432.147.560,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1.000.002,9.552.042.160.737.810,7.5,9.65,5.625,Sim,9.0,5.0
Escola Pública,ALUNO-139,,,,,,,,,,,,,,,
,ALUNO-140,0.0,J,6.952.048.450.292.390,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,7.218.567.251.461.980,5.625,7.25,5.625,Não,7.416.665,5.0
,ALUNO-141,3.0,N,7.338.636.696.969.690,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,958.335,8.068.181.818.181.810,7.5,5.166.666.666.666.660,7.5,Não,6.166.660.000.000.000,10.0
,ALUNO-142,3.0,F,8.083.730.668.737.060,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1.000.002,8.989.820.565.907.520,7.5,7.777.777.777.777.770,796.875,Sim,841.667,5.0
,ALUNO-143,3.0,F,6.330.913.823.620.820,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,875.001,6.444.493.006.993.000,5.0,5.111.111.111.111.110,703.125,Não,7.208.335,5.0
,ALUNO-144,4.0,H,7.946.686.340.802.980,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,833.334,915.703.781.512.605,7.5,7.888.888.888.888.880,8.125,Não,8.208.335,5.0
Rede Decisão/União,ALUNO-145,,,,,,,,,,,,,,,
Escola Pública,ALUNO-146,,,,,,,,,,,,,,,
Escola Pública,ALUNO-147,,,,,,,,,,,,,,,
,ALUNO-148,1.0,P,7.618.983.703.703.700,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,9.351.851.851.851.850,7.5,6.5,6.041.666.666.666.660,Não,8.222.223.333.333.330,5.0
Escola Pública,ALUNO-149,,,,,,,,,,,,,,,
,ALUNO-150,2.0,A,8.219.954.610.229.270,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1.000.002,9.717.813.051.146.380,5.0,9.0,6.875,Sim,894.445,5.0
Escola Pública,ALUNO-151,3.0,K,8.225.582.168.498.160,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,833.334,8.436.240.842.490.840,6.875,7.900.000.000.000.000,8.125,Não,8.125,10.0
Rede Decisão/União,ALUNO-152,4.0,A,7.618.388.587.937.370,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,875.001,7.806.870.995.242.410,5.0,7.644.444.444.444.440,703.125,Não,72.499.975,10.0
Rede Decisão/União,ALUNO-153,5.0,F,9.105.280.944.444.440,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1.000.002,909.722.222.222.222,8.125,8.700.000.000.000.000,8.75,Sim,92.916.725,10.0
Escola Pública,ALUNO-154,1.0,N,4.934.497.092.833.090,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,349.998,3.797.498.797.498.790,7.5,3.75,6.25,Não,5.999.996.666.666.660,5.0
,ALUNO-155,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-156,4.0,L,7.535.259.906.926.400,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,791.667,8.159.632.034.632.030,5.0,6.599.999.999.999.990,7.5,Não,77.083.325,10.0
Escola Pública,ALUNO-157,,,,,,,,,,,,,,,
Escola Pública,ALUNO-158,4.0,F,5.623.852.223.240.810,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,833.334,4.747.740.005.092.940,5.0,4.111.111.111.111.110,7.1875,Não,649.999,5.0
,ALUNO-159,0.0,J,7.484.878.876.543.210,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.966.049.382.716.040,5.625,7.25,5.625,Sim,8.583.335,5.0
Escola Pública,ALUNO-160,,,,,,,,,,,,,,,
Estácio,ALUNO-161,,,,,,,,,,,,,,,
Escola Pública,ALUNO-162,,,,,,,,,,,,,,,
Escola Pública,ALUNO-163,,,,,,,,,,,,,,,
Escola Pública,ALUNO-164,2.0,B,6.837.216.877.492.870,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500.020.000.000.000,7.304.131.054.131.050,7.5,5.75,6.041.666.666.666.660,Não,761.111,5.0
Escola Pública,ALUNO-165,1.0,R,818.081.096.969.697,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500.020.000.000.000,9.848.484.848.484.840,8.125,8.416.666.666.666.660,6.875,Sim,8.388.893.333.333.330,5.0
,ALUNO-166,1.0,F,6.641.311.207.977.200,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,903.988.603.988.604,4.375,4.75,5.625,Não,716.666,5.0
,ALUNO-167,2.0,A,6.985.914.031.746.030,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.825.396.825.396.820,7.5,2.75,6.041.666.666.666.660,Não,7.333.329.999.999.990,10.0
Escola Pública,ALUNO-168,2.0,Q,6.434.172.224.089.630,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,6.002.801.120.448.170,6.25,6.133.333.333.333.330,6.041.666.666.666.660,Não,6.888.883.333.333.330,5.0
Escola Pública,ALUNO-169,0.0,G,7.284.936.897.435.890,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,8.945.512.820.512.820,5.0,6.916.666.666.666.660,5.625,Não,7.999.995,5.0
,ALUNO-170,1.0,N,7.523.833.791.887.120,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,750.002,8.959.435.626.102.290,7.5,8.25,6.041.666.666.666.660,Não,738.889,5.0
,ALUNO-171,4.0,A,7.304.860.777.777.770,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,791.667,8.255.555.555.555.550,7.5,7.633.333.333.333.330,7.1875,Não,683.333,5.0
,ALUNO-172,1.0,B,6.407.077.164.021.160,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,641.668,832.010.582.010.582,5.0,5.75,5.625,Não,694.444,5.0
Escola Pública,ALUNO-173,,,,,,,,,,,,,,,
Einstein,ALUNO-174,,,,,,,,,,,,,,,
,ALUNO-175,4.0,H,7.540.822.106.753.810,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,833.334,7.676.334.422.657.950,7.5,6.111.111.111.111.110,7.5,Não,7.249.995,10.0
,ALUNO-176,3.0,G,5.096.608.405.982.900,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,666.666,7.391.025.641.025.640,5.0,2.888.888.888.888.880,515.625,Não,42.916.725,5.0
,ALUNO-177,0.0,R,827.865.517.948.718,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,8.964.102.564.102.560,7.5,8.783.333.333.333.330,5.625,Não,733.333,10.0
,ALUNO-178,0.0,O,7.205.336.595.776.770,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,9.547.511.312.217.190,7.5,3.416.666.666.666.660,5.625,Não,7.249.995,10.0
,ALUNO-179,2.0,M,768.295.498.989.899,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,683.334,869.949.494.949.495,7.5,9.5,6.875,Não,7.111.109.999.999.990,5.0
,ALUNO-180,0.0,G,6.039.586.333.333.330,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,7.916.666.666.666.660,6.25,3.5,5.3125,Não,6.000.005,5.0
,ALUNO-181,0.0,L,7.910.768.840.791.010,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.105.915.870.621.750,7.5,8.083.333.333.333.330,6.5625,Não,8.333.335,5.0
,ALUNO-182,0.0,S,7.093.227.724.696.350,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,6.518.218.623.481.780,6.875,6.0,4.6875,Não,741.666,10.0
Escola Pública,ALUNO-183,,,,,,,,,,,,,,,
Escola Pública,ALUNO-184,,,,,,,,,,,,,,,
,ALUNO-185,0.0,A,7.617.045.315.375.980,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.243.546.576.879.910,8.125,8.8,5.625,Não,741.667,5.0
Escola Pública,ALUNO-186,,,,,,,,,,,,,,,
Escola Pública,ALUNO-187,,,,,,,,,,,,,,,
Escola Pública,ALUNO-188,,,,,,,,,,,,,,,
Escola Pública,ALUNO-189,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-190,,,,,,,,,,,,,,,
,ALUNO-191,1.0,A,6.709.725.111.111.110,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,8.722.222.222.222.220,5.0,6.5,4.375,Não,6.388.893.333.333.330,5.0
Escola Pública,ALUNO-192,2.0,I,6.722.024.920.634.920,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.103.174.603.174.600,7.5,5.0,6.458.333.333.333.330,Não,6.777.773.333.333.330,5.0
Escola Pública,ALUNO-193,4.0,F,7.174.196.928.571.420,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,875.001,9.038.690.476.190.470,5.625,5.566.666.666.666.660,765.625,Não,77.499.975,5.0
Rede Decisão/União,ALUNO-194,,,,,,,,,,,,,,,
,ALUNO-195,2.0,U,6.745.479.946.323.130,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,750.002,8.046.833.064.949.000,7.5,4.833.333.333.333.330,6.25,Não,7.722.223.333.333.330,5.0
,ALUNO-196,3.0,K,7.254.680.434.997.750,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,916.668,8.535.551.619.433.190,5.625,7.055.555.555.555.550,765.625,Não,695.833,5.0
Escola Pública,ALUNO-197,4.0,F,8.354.717.840.548.340,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1.000.002,8.751.352.813.852.810,5.625,7.688.888.888.888.880,8.125,Sim,8.458.337.499.999.990,10.0
Escola Pública,ALUNO-198,,,,,,,,,,,,,,,
Escola Pública,ALUNO-199,,,,,,,,,,,,,,,
Escola Pública,ALUNO-200,4.0,F,6.874.873.274.934.210,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,791.667,710.179.526.355.997,7.5,5.611.111.111.111.110,765.625,Não,7.625,5.0
Escola Pública,ALUNO-201,5.0,C,6.438.413.142.857.140,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,833.334,6.047.619.047.619.040,7.5,4.033.333.333.333.330,7.5,Não,7.944.443.333.333.330,5.0
Escola Pública,ALUNO-202,,,,,,,,,,,,,,,
,ALUNO-203,2.0,P,7.329.169.333.333.330,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,9.0,6.875,5.5,6.25,Não,5.833.336.666.666.660,10.0
,ALUNO-204,1.0,C,6.575.002.222.222.220,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.000.020.000.000.000,7.444.444.444.444.440,7.5,4.5,6.25,Não,7.555.556.666.666.660,5.0
,ALUNO-205,0.0,V,7.664.923.985.754.980,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.262.108.262.108.260,7.5,9.166.666.666.666.660,5.625,Não,7.583.335,5.0
Escola Pública,ALUNO-206,,,,,,,,,,,,,,,
,ALUNO-207,3.0,F,4.571.673.982.861.740,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,3.724.695.192.086.490,7.5,3.722.222.222.222.220,640.625,Não,59.583.275,5.0
