INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2022,TURMA_2022,INDE_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022
,ALUNO-130,"0,00",C,"8,00",Topázio,"Melhorar: Melhorar a sua entrega de lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","7,48","8,13","9,26","6,00",Não,"7,92","10,00"
,ALUNO-131,"3,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","8,75","4,38","6,75","7,00",Não,"6,96","10,00"
Escola Pública,ALUNO-132,,,,,,,,,,,,,,,
Escola Pública,ALUNO-133,"1,00",G,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,00","9,11","6,88","7,16","5,31",Não,"7,58","5,00"
,ALUNO-134,"3,00",I,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","9,15","5,63","5,75","7,18",Não,"6,62","5,00"
Escola Pública,ALUNO-135,"1,00",A,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","4,70","5,00","2,41","6,00",Não,"6,83","5,00"
Escola Pública,ALUNO-136,,,,,,,,,,,,,,,
,ALUNO-137,,,,,,,,,,,,,,,
,ALUNO-138,"0,00",Z,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","9,55","7,50","9,65","6,00",Sim,"9,00","5,00"
Escola Pública,ALUNO-139,,,,,,,,,,,,,,,
,ALUNO-140,"0,00",J,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","7,21","5,63","7,25","6,00",Não,"7,41","5,00"
,ALUNO-141,"3,00",N,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,60","8,06","7,50","5,16","7,50",Não,"6,16","10,00"
,ALUNO-142,"3,00",F,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","8,98","7,50","7,77","7,90",Sim,"8,42","5,00"
,ALUNO-143,"3,00",F,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,70","6,44","5,00","5,11","7,00",Não,"7,20","5,00"
,ALUNO-144,"4,00",H,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,30","9,10","7,50","7,88","8,00",Não,"8,20","5,00"
Rede Decisão/União,ALUNO-145,,,,,,,,,,,,,,,
Escola Pública,ALUNO-146,,,,,,,,,,,,,,,
Escola Pública,ALUNO-147,,,,,,,,,,,,,,,
,ALUNO-148,"1,00",P,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,35","7,50","6,50","6,04",Não,"8,22","5,00"
Escola Pública,ALUNO-149,,,,,,,,,,,,,,,
,ALUNO-150,"2,00",A,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","9,71","5,00","9,00","7,00",Sim,"8,94","5,00"
Escola Pública,ALUNO-151,"3,00",K,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,30","8,43","6,88","7,90","8,00",Não,"8,00","10,00"
Rede Decisão/União,ALUNO-152,"4,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,70","7,80","5,00","7,64","7,00",Não,"7,24","10,00"
Rede Decisão/União,ALUNO-153,"5,00",F,"9,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","9,10","8,13","8,70","8,75",Sim,"9,29","10,00"
Escola Pública,ALUNO-154,"1,00",N,"4,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","3,50","3,79","7,50","3,75","6,25",Não,"5,99","5,00"
,ALUNO-155,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-156,"4,00",L,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,90","8,15","5,00","6,59","7,50",Não,"7,70","10,00"
Escola Pública,ALUNO-157,,,,,,,,,,,,,,,
Escola Pública,ALUNO-158,"4,00",F,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,30","4,74","5,00","4,11","7,18",Não,"6,50","5,00"
,ALUNO-159,"0,00",J,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","8,96","5,63","7,25","6,00",Sim,"8,58","5,00"
Escola Pública,ALUNO-160,,,,,,,,,,,,,,,
Estácio,ALUNO-161,,,,,,,,,,,,,,,
Escola Pública,ALUNO-162,,,,,,,,,,,,,,,
Escola Pública,ALUNO-163,,,,,,,,,,,,,,,
Escola Pública,ALUNO-164,"2,00",B,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","7,30","7,50","5,75","6,04",Não,"7,61","5,00"
Escola Pública,ALUNO-165,"1,00",R,"8,10",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","9,84","8,13","8,41","7,00",Sim,"8,38","5,00"
,ALUNO-166,"1,00",F,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,00","4,38","4,75","6,00",Não,"7,17","5,00"
,ALUNO-167,"2,00",A,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","8,82","7,50","2,75","6,04",Não,"7,33","10,00"
Escola Pública,ALUNO-168,"2,00",Q,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","6,00","6,25","6,13","6,04",Não,"6,88","5,00"
Escola Pública,ALUNO-169,"0,00",G,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","8,94","5,00","6,91","6,00",Não,"7,99","5,00"
,ALUNO-170,"1,00",N,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,50","8,95","7,50","8,25","6,04",Não,"7,39","5,00"
,ALUNO-171,"4,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","8,25","7,50","7,63","7,18",Não,"6,83","5,00"
,ALUNO-172,"1,00",B,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","6,40","8,32","5,00","5,75","6,00",Não,"6,94","5,00"
Escola Pública,ALUNO-173,,,,,,,,,,,,,,,
Einstein,ALUNO-174,,,,,,,,,,,,,,,
,ALUNO-175,"4,00",H,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,30","7,67","7,50","6,11","7,50",Não,"7,24","10,00"
,ALUNO-176,"3,00",G,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","6,70","7,39","5,00","2,88","5,20",Não,"4,29","5,00"
,ALUNO-177,"0,00",R,"8,20",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,96","7,50","8,78","6,00",Não,"7,33","10,00"
,ALUNO-178,"0,00",O,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","9,54","7,50","3,41","6,00",Não,"7,24","10,00"
,ALUNO-179,"2,00",M,"7,60",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","6,80","8,70","7,50","9,50","7,00",Não,"7,11","5,00"
,ALUNO-180,"0,00",G,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","7,91","6,25","3,50","5,31",Não,"6,00","5,00"
,ALUNO-181,"0,00",L,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,10","7,50","8,08","6,56",Não,"8,33","5,00"
,ALUNO-182,"0,00",S,"7,00",Ametista,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","6,51","6,88","6,00","4,68",Não,"7,42","10,00"
Escola Pública,ALUNO-183,,,,,,,,,,,,,,,
Escola Pública,ALUNO-184,,,,,,,,,,,,,,,
,ALUNO-185,"0,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","8,24","8,13","8,80","6,00",Não,"7,42","5,00"
Escola Pública,ALUNO-186,,,,,,,,,,,,,,,
Escola Pública,ALUNO-187,,,,,,,,,,,,,,,
Escola Pública,ALUNO-188,,,,,,,,,,,,,,,
Escola Pública,ALUNO-189,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-190,,,,,,,,,,,,,,,
,ALUNO-191,"1,00",A,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,72","5,00","6,50","4,00",Não,"6,38","5,00"
Escola Pública,ALUNO-192,"2,00",I,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","8,10","7,50","5,00","6,45",Não,"6,77","5,00"
Escola Pública,ALUNO-193,"4,00",F,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,70","9,03","5,63","5,56","7,70",Não,"7,74","5,00"
Rede Decisão/União,ALUNO-194,,,,,,,,,,,,,,,
,ALUNO-195,"2,00",U,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,50","8,04","7,50","4,83","6,25",Não,"7,72","5,00"
,ALUNO-196,"3,00",K,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,10","8,53","5,63","7,05","7,70",Não,"6,96","5,00"
Escola Pública,ALUNO-197,"4,00",F,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","8,75","5,63","7,68","8,00",Sim,"8,45","10,00"
Escola Pública,ALUNO-198,,,,,,,,,,,,,,,
Escola Pública,ALUNO-199,,,,,,,,,,,,,,,
Escola Pública,ALUNO-200,"4,00",F,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,90","7,10","7,50","5,61","7,70",Não,"8,00","5,00"
Escola Pública,ALUNO-201,"5,00",C,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,30","6,04","7,50","4,03","7,50",Não,"7,94","5,00"
Escola Pública,ALUNO-202,,,,,,,,,,,,,,,
,ALUNO-203,"2,00",P,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,00","6,88","5,50","6,25",Não,"5,83","10,00"
,ALUNO-204,"1,00",C,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,00","7,44","7,50","4,50","6,25",Não,"7,55","5,00"
,ALUNO-205,"0,00",V,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","8,26","7,50","9,16","6,00",Não,"7,58","5,00"
Escola Pública,ALUNO-206,,,,,,,,,,,,,,,
,ALUNO-207,"3,00",F,"4,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","0,00","3,72","7,50","3,72","6,40",Não,"5,95","5,00"
Escola Pública,ALUNO-208,,,,,,,,,,,,,,,
Escola Pública,ALUNO-209,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-210,,,,,,,,,,,,,,,
,ALUNO-211,"1,00",B,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","8,93","7,50","8,41","6,25",Não,"8,05","5,00"
Escola Pública,ALUNO-212,"0,00",K,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,94","4,38","6,76","2,81",Não,"5,16","5,00"
Escola Pública,ALUNO-213,,,,,,,,,,,,,,,
,ALUNO-214,"2,00",J,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,83","5,63","4,75","3,33",Não,"6,77","5,00"
Escola Pública,ALUNO-215,,,,,,,,,,,,,,,
UNISA,ALUNO-216,,,,,,,,,,,,,,,
Escola Pública,ALUNO-217,"2,00",B,"8,40",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","6,90","9,87","7,50","8,13","6,66",Sim,"8,88","10,00"
,ALUNO-218,"1,00",U,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,03","7,50","6,91","6,56",Sim,"9,08","10,00"
Escola Pública,ALUNO-219,"2,00",M,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","5,29","7,50","2,66","6,45",Não,"6,61","5,00"
,ALUNO-220,"1,00",K,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,32","7,50","3,75","5,83",Não,"6,16","5,00"
,ALUNO-221,"3,00",B,"4,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,70","3,61","7,50","2,66","6,10",Não,"4,70","5,00"
Escola Pública,ALUNO-222,,,,,,,,,,,,,,,
Escola Pública,ALUNO-223,,,,,,,,,,,,,,,
,ALUNO-224,"1,00",R,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,60","7,50","3,33","6,00",Não,"7,27","5,00"
Escola Pública,ALUNO-225,"5,00",L,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,10","7,08","5,00","7,38","8,00",Não,"6,66","5,00"
Rede Decisão/União,ALUNO-226,,,,,,,,,,,,,,,
Escola Pública,ALUNO-227,,,,,,,,,,,,,,,
,ALUNO-228,"1,00",P,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","4,90","6,88","1,50","6,00",Não,"6,44","5,00"
Escola Pública,ALUNO-229,"0,00",G,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,00","5,10","5,00","8,00","4,00",Não,"5,83","5,00"
Rede Decisão/União,ALUNO-230,,,,,,,,,,,,,,,
Escola Pública,ALUNO-231,,,,,,,,,,,,,,,
,ALUNO-232,"6,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,30","8,19","8,13","6,68","8,43",Sim,"8,56","5,00"
,ALUNO-233,"0,00",R,"7,00",Ametista,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","7,28","7,50","6,60","5,00",Não,"7,91","10,00"
,ALUNO-234,"0,00",R,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","8,69","6,25","9,03","5,00",Não,"7,50","10,00"
Rede Decisão/União,ALUNO-235,"4,00",A,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","6,70","7,72","6,88","5,67","7,00",Não,"5,99","10,00"
,ALUNO-236,"0,00",V,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","8,95","7,50","8,76","6,00",Não,"7,50","10,00"
